Min,Max,Median,Mean,Point_id,date,Depth,POINTID,pH_CaCl2,pH_H2O,EC,OC,CaCO3,P,N,K,OC (20-30 cm),CaCO3 (20-30 cm),Ox_Al,Ox_Fe,NUTS_0,NUTS_1,NUTS_2,NUTS_3,TH_LAT,TH_LONG,SURVEY_DATE,Elev,LC,LU,LC0_Desc,LC1_Desc,LU1_Desc
0.100286536,0.3635345,0.3385802,0.32581517,30662190,2018-06-16,0-20 cm,30662190,7.6,8.07,22.91,11.3,588,28.4,1.6,313.2,,,0.3,0.3,ES,ES4,ES41,ES418,41.67532111,-5.127623487,13-06-18,876,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0.24891011,0.36134106,0.33374435,0.3289608,30762276,2018-05-05,0-20 cm,30762276,6.5,6.96,6.07,5.9,,25.4,0.9,108.1,,,,,ES,ES4,ES41,ES413,42.4526445,-5.201965264,08-05-18,957,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.27552986,-0.19546027,-0.23828603,-0.23920313,30782218,2018-07-06,0-20 cm,30782218,6.8,7.33,5.67,6.9,,20.3,1,150.2,,,0.5,0.9,ES,ES4,ES41,ES418,41.94422513,-5.047908125,12-07-18,791,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.14698163,-0.024365738,-0.062433653,-0.06846171,30802096,2018-08-25,0-20 cm,30802096,6.7,7.23,8.64,3.8,,< LOD,0.5,124,,,0.5,0.4,ES,ES4,ES41,ES411,40.86904346,-4.760230059,28-08-18,934,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.17677893,-0.04786885,-0.14382446,-0.13835731,30842118,2018-08-15,0-20 cm,30842118,5.1,5.59,2.79,2.5,,26,0.3,53.3,,,,,ES,ES4,ES41,ES411,41.07077608,-4.760178875,13-08-18,896,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.034494895,0.04966257,0.019641332,0.016562419,30842216,2018-06-26,0-20 cm,30842216,7.4,7.98,21.52,6.5,28,38.2,1,302.1,,,,,ES,ES4,ES41,ES414,41.93729676,-4.972432257,29-06-18,809,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.22726205,-0.15957007,-0.19572002,-0.1951646,30842222,2018-07-06,0-20 cm,30842222,7.5,8.28,10.89,12.6,7,< LOD,1,171.6,,,0.4,0.5,ES,ES4,ES41,ES418,41.99030284,-4.98569335,11-07-18,817,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,30842226,2018-07-17,0-20 cm,30842226,7.2,8.41,10.09,7,64,13.2,1,279.2,,,,,ES,ES4,ES41,ES418,42.02563728,-4.994551455,12-07-18,809,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,30842252,2018-07-18,0-20 cm,30842252,7.5,8.23,11.41,4.6,44,< LOD,1,148.4,,,,,ES,ES4,ES41,ES418,42.2552536,-5.052470169,22-07-18,843,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,30842262,2018-07-22,0-20 cm,30842262,6.6,6.97,9.77,6.5,1,81.5,1,274.3,,,0.6,2.2,ES,ES4,ES41,ES413,42.34354106,-5.074905119,22-07-18,853,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.09805277,-0.055513307,-0.07535235,-0.07766999,30902164,2018-05-17,0-20 cm,30902164,7.6,8.03,10.46,4,5,42.7,0.6,170.4,,,,,ES,ES4,ES41,ES418,41.48828206,-4.788239767,16-05-18,755,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,30902260,2018-07-19,0-20 cm,30902260,7.4,8.02,11.05,7,9,19.8,1.1,113.4,,,,,ES,ES4,ES41,ES413,42.33665193,-4.998916951,22-07-18,871,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.18147951,-0.14206514,-0.16372693,-0.16366957,30942150,2018-08-15,0-20 cm,30942150,7.3,7.54,19.81,5.4,5,82.5,0.7,309.3,,,,,ES,ES4,ES41,ES418,41.37146686,-4.711209966,13-08-18,778,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0.32923192,0.4557893,0.41257507,0.40881664,30942294,2018-06-16,0-20 cm,30942294,6.0,6.4,25.36,13.4,1,38.8,1.7,396.1,,,,,ES,ES4,ES41,ES413,42.64398395,-5.027561423,18-06-18,951,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.14649081,-0.11199532,-0.13300034,-0.13291898,30982132,2018-08-15,0-20 cm,30982132,7.4,7.66,16.06,11.1,109,42.7,1.3,880.5,,,,,ES,ES4,ES41,ES416,41.219164,-4.62604808,13-08-18,845,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.094290204,-0.0057099354,-0.077596344,-0.07253561,31002080,2018-08-25,0-20 cm,31002080,6.1,6.71,7.1,9.2,,34.9,1.2,221.9,,,0.4,1.5,ES,ES4,ES41,ES411,40.76214673,-4.49393606,30-08-18,1186,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,31022252,2018-07-12,0-20 cm,31022252,7.6,8.3,12.03,4,97,< LOD,1.1,161.2,,,,,ES,ES4,ES41,ES414,42.28735972,-4.838158235,19-07-18,885,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,31062184,2018-06-01,0-20 cm,31062184,7.6,7.95,26.91,17.2,258,22.2,1.9,248.8,,,,,ES,ES4,ES41,ES418,41.69323942,-4.642704884,02-06-18,904,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0.095001,0.28419954,0.15456742,0.15500614,31062246,2018-06-26,0-20 cm,31062246,7.7,8.3,13.02,7.5,144,11,1.2,257.4,,,0.6,0.5,ES,ES4,ES41,ES414,42.24141317,-4.777305093,28-06-18,875,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.017838836,0.14330012,0.08531832,0.075017095,31062252,2018-06-26,0-20 cm,31062252,6.1,6.67,3.69,5.9,1,< LOD,0.8,53.9,,,0.5,1.2,ES,ES4,ES41,ES414,42.29443269,-4.790506101,30-06-18,899,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,31062270,2018-07-20,0-20 cm,31062270,5.8,6.15,5.7,10.7,1,11.8,1.4,99.4,,,1.0,2.5,ES,ES4,ES41,ES414,42.45346004,-4.830297469,31-07-18,992,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.025487784,0.10955269,0.05925926,0.052276287,31102260,2018-06-26,0-20 cm,31102260,7.1,7.35,5.61,9.3,,15.3,1.2,146.4,,,,,ES,ES4,ES41,ES414,42.37217743,-4.760441171,30-06-18,916,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0.27941787,0.35264865,0.32682493,0.32246324,31162208,2018-06-16,0-20 cm,31162208,7.5,8.84,31.4,18.2,579,12.7,1.4,447.1,,,,,ES,ES4,ES41,ES414,41.92295527,-4.575969038,20-06-18,842,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,31162232,2018-06-11,0-20 cm,31162232,7.3,7.89,7.98,6.2,5,< LOD,0.8,125.2,,,,,ES,ES4,ES41,ES414,42.13520514,-4.62778055,02-06-18,849,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,31182188,2018-06-02,0-20 cm,31182188,7.5,8.05,25.3,12.6,581,14.2,1.3,295.2,,,,,ES,ES4,ES41,ES418,41.74947929,-4.509532166,07-06-18,829,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0.006053505,0.22079486,0.06989303,0.07783033,31182218,2018-06-16,0-20 cm,31182218,7.6,8.35,12.78,7.4,294,< LOD,0.9,110.2,,,,,ES,ES4,ES41,ES414,42.01488259,-4.573767745,20-06-18,817,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,31202190,2018-06-09,0-20 cm,31202190,7.6,8.07,21.34,13.9,220,22.8,1.7,369.5,,,,,ES,ES4,ES41,ES414,41.77063472,-4.490149966,07-06-18,926,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0.07271392,0.13448627,0.106713235,0.10572728,31222260,2018-06-26,0-20 cm,31222260,7.5,8.05,9.97,8.3,107,10.1,1.3,131.6,,,,,ES,ES4,ES41,ES414,42.39322282,-4.61723697,27-06-18,949,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0.09959306,0.26227272,0.1780303,0.18122835,31242216,2018-06-16,0-20 cm,31242216,7.6,8.29,15.13,3.8,63,< LOD,0.5,91.4,,,0.1,0.3,ES,ES4,ES41,ES414,42.00759543,-4.498277139,16-06-18,820,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.0054539624,0.21232513,0.049235635,0.0667936,31262164,2018-05-22,0-20 cm,31262164,7.5,7.83,26.33,19.7,107,36.2,1.6,241.7,,,0.8,0.5,ES,ES4,ES41,ES418,41.55080127,-4.364442241,23-05-18,884,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,31302214,2018-07-19,0-20 cm,31302214,7.4,8.03,15.72,13.9,268,38.6,1.6,232.2,,,0.5,0.5,ES,ES4,ES41,ES414,42.00025033,-4.422807804,20-07-18,815,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.18770523,-0.14912164,-0.17221457,-0.16973017,31321900,2018-08-27,0-20 cm,31321900,6.9,7.22,20.8,11.4,2,< LOD,1.3,120.7,,,,,ES,ES4,ES42,ES422,39.21791512,-3.770131811,28-08-18,731,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.24978651,-0.07012848,-0.15502256,-0.15465645,31322218,2018-07-26,0-20 cm,31322218,7.6,8.21,20.81,10.9,482,20.6,1.4,265.8,,,0.1,0.6,ES,ES4,ES41,ES414,42.03908466,-4.407590995,20-07-18,852,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
0.20914441,0.4301192,0.29544488,0.29894364,31342268,2018-06-16,0-20 cm,31342268,7.4,7.87,13.24,13.3,21,12.1,1.7,181.8,,,,,ES,ES4,ES41,ES414,42.48480794,-4.491277359,14-06-18,898,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.11828873,-0.008828829,-0.0675867,-0.07215123,31362116,2018-08-22,0-20 cm,31362116,5.9,6.03,4.98,4.5,,36.3,0.6,121.8,,,,,ES,ES4,ES41,ES416,41.14252225,-4.147688084,22-08-18,927,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
-0.19909187,-0.08765432,-0.17242557,-0.17043789,31362128,2018-07-11,0-20 cm,31362128,6.6,6.94,15.77,6.3,2,52.1,0.7,197.5,,,,,ES,ES4,ES41,ES416,41.24888478,-4.172239861,11-07-18,952,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
,,,,31362156,2018-07-13,0-20 cm,31362156,6.9,7.27,8.08,7,1,35.9,0.8,164.2,,,,,ES,ES4,ES41,ES418,41.49698393,-4.229975322,13-07-18,955,B11,U111,Cropland,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
